address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
3162 Brighton Rd,Pittsburgh,PA,15212,20000,2240.0,4.0,2.0,459,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/3162-Brighton-Rd-Pittsburgh-PA-15212/11605925_zpid/
Itin St,Pittsburgh,PA,15212,88000,2670.0,3.0,1.0,616,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116745594_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Avery St,Pittsburgh,PA,15212,140000,1332.0,2.0,1.5,347,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126082251_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3146 Brighton Rd,PITTSBURGH,PA,15212,27000,900.0,3.0,2.0,334,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/3146-Brighton-Rd-Pittsburgh-PA-15212/11605928_zpid/
Termon Ave,Pittsburgh,PA,15212,NA,2542.0,4.0,2.0,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882181_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Fleming Ave,Pittsburgh,PA,15212,74000,1804.0,4.0,1.5,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/118903288_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Oswald St,Pittsburgh,PA,15212,80000,1710.0,3.0,1.0,319,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121839102_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3508 Massachusetts Ave,Pittsburgh,PA,15212,85000,NA,4.0,2.0,130,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3508-Massachusetts-Ave-Pittsburgh-PA-15212/11603864_zpid/
1621 Antrim St,Pittsburgh,PA,15212,63900,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1621-Antrim-St-Pittsburgh-PA-15212/11604096_zpid/
1420 Casement St,Pittsburgh,PA,15212,62000,NA,4.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-Casement-St-Pittsburgh-PA-15212/11492724_zpid/
3007 Wadlow St,Pittsburgh,PA,15212,30000,1158.0,4.0,1.0,342,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3007-Wadlow-St-Pittsburgh-PA-15212/11498324_zpid/
Shreve St,Pittsburgh,PA,15212,58000,1785.0,2.0,1.5,228,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/122134687_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Harbison St,Pittsburgh,PA,15212,NA,952.0,2.0,1.0,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863889_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Oswald St,Pittsburgh,PA,15212,106000,1980.0,3.0,1.0,435,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125441963_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
605 Middle St,Pittsburgh,PA,15212,220000,1488.0,2.0,2.0,406,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/605-Middle-St-Pittsburgh-PA-15212/11395493_zpid/
841 Blossom Way,Pittsburgh,PA,15212,184900,NA,3.0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/841-Blossom-Way-Pittsburgh-PA-15212/2102484189_zpid/
Straubs Ln,Pittsburgh,PA,15212,NA,1555.0,3.0,1.5,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882668_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Shadeland Ave,Pittsburgh,PA,15212,92000,1378.0,3.0,2.0,382,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125840671_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Massachusetts Ave,Pittsburgh,PA,15212,NA,1896.0,3.0,1.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128579156_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
511 Lockhart St,Pittsburgh,PA,15212,259000,NA,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/511-Lockhart-St-Pittsburgh-PA-15212/11640297_zpid/
125 Cobbler Cir,Pittsburgh,PA,15212,165000,NA,3.0,3.0,53,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/125-Cobbler-Cir-Pittsburgh-PA-15212/11269777_zpid/
710 Cedar Ave,Pittsburgh,PA,15212,130000,NA,3.0,2.0,130,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/710-Cedar-Ave-Pittsburgh-PA-15212/11389004_zpid/
2801 Mcdowell St,Pittsburgh,PA,15212,69900,NA,3.0,2.0,40,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2801-Mcdowell-St-Pittsburgh-PA-15212/11498385_zpid/
1827 Rialto St,Pittsburgh,PA,15212,55000,1720.0,3.0,2.0,714,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1827-Rialto-St-Pittsburgh-PA-15212/11511491_zpid/
1353 Diana Pl,Pittsburgh,PA,15212,43000,1194.0,3.0,1.0,2615,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1353-Diana-Pl-Pittsburgh-PA-15212/11394622_zpid/
Itin St,Pittsburgh,PA,15212,NA,1852.0,3.0,1.0,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882241_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Brighton Rd,Pittsburgh,PA,15212,89000,2472.0,3.0,1.0,526,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124823201_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Gerber Ave,Pittsburgh,PA,15212,105000,1600.0,3.0,1.0,563,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124468287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Brighton Rd,Pittsburgh,PA,15212,NA,1344.0,2.0,1.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128579128_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
218 W North Ave,Pittsburgh,PA,15212,299000,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/218-W-North-Ave-Pittsburgh-PA-15212/11388546_zpid/
1423 Woodland Ave,Pittsburgh,PA,15212,100000,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1423-Woodland-Ave-Pittsburgh-PA-15212/11498649_zpid/
2714 Holbrook St,Pittsburgh,PA,15212,42000,1280.0,2.0,1.0,68,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2714-Holbrook-St-Pittsburgh-PA-15212/11492811_zpid/
Superior Ave,Pittsburgh,PA,15212,80000,1406.0,4.0,1.5,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124401444_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Straubs Ln,Pittsburgh,PA,15212,NA,739.0,2.0,1.5,228,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126912612_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1527 Davis Ave,Pittsburgh,PA,15212,49000,1024.0,2.0,1.0,2302,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1527-Davis-Ave-Pittsburgh-PA-15212/11603694_zpid/
John St,Pittsburgh,PA,15212,NA,1063.0,2.0,1.5,71,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128623549_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Marmaduke St,Pittsburgh,PA,15212,NA,1065.0,2.0,1.0,319,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126329928_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Shadeland Ave,Pittsburgh,PA,15212,NA,1406.0,4.0,1.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128579158_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Davis Ave,Pittsburgh,PA,15212,NA,1024.0,2.0,1.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128579155_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Beckert Ave,Pittsburgh,PA,15212,101000,1275.0,3.0,1.0,381,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116750404_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Antrim St,Pittsburgh,PA,15212,58000,1938.0,3.0,1.0,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124401476_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3220 Spring Garden Rd,Pittsburgh,PA,15212,46000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3220-Spring-Garden-Rd-Pittsburgh-PA-15212/11610369_zpid/
1010 Southside,Spring Hill,PA,15212,59000,NA,2.0,2.0,306,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1010-Southside-Spring-Hill-PA-15212/2098130572_zpid/
1309 Ingham St,Pittsburgh,PA,15212,64000,1360.0,3.0,1.0,91,Auction,http://www.zillow.com/homes/for_sale//homedetails/1309-Ingham-St-Pittsburgh-PA-15212/11498905_zpid/
Ingham St,Pittsburgh,PA,15212,NA,1360.0,3.0,1.0,49,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128805580_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3239 Bainton St,Pittsburgh,PA,15212,62000,1584.0,3.0,1.0,83,Auction,http://www.zillow.com/homes/for_sale//homedetails/3239-Bainton-St-Pittsburgh-PA-15212/11604333_zpid/
1326 Arch St,Pittsburgh,PA,15212,320000,1956.0,1.0,2.0,38,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1326-Arch-St-Pittsburgh-PA-15212/11388608_zpid/
114 San Pedro Pl,Pittsburgh,PA,15212,135000,NA,3.0,2.0,218,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/114-San-Pedro-Pl-Pittsburgh-PA-15212/11268216_zpid/
3450 Harbison Ave,Pittsburgh,PA,15212,95000,NA,2.0,2.0,477,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3450-Harbison-Ave-Pittsburgh-PA-15212/11605816_zpid/
1021 Benton Ave,Pittsburgh,PA,15212,60000,NA,3.0,1.0,56,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1021-Benton-Ave-Pittsburgh-PA-15212/11268577_zpid/
1691 Perrysville Ave,Pittsburgh,PA,15212,35000,NA,0,NA,47,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1691-Perrysville-Ave-Pittsburgh-PA-15212/2095020253_zpid/
1693 Perrysville Ave,Pittsburgh,PA,15212,35000,NA,0,NA,47,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1693-Perrysville-Ave-Pittsburgh-PA-15212/2095020250_zpid/
1687 Perrysville Ave,Pittsburgh,PA,15212,35000,NA,0,NA,47,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1687-Perrysville-Ave-Pittsburgh-PA-15212/2095020252_zpid/
Lautner St,Pittsburgh,PA,15212,142000,648.0,3.0,1.0,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704917_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3435-37 Fleming Ave,Brighton Heights,PA,15212,245000,NA,0,NA,138,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3435-37-Fleming-Ave-Brighton-Heights-PA-15212/2096088359_zpid/
1202 Arch St,Pittsburgh,PA,15212,379900,3192.0,4.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1202-Arch-St-Pittsburgh-PA-15212/11388628_zpid/
922 James St,Allegheny,PA,15212,365000,2700.0,3.0,3.0,33,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/922-James-St-Allegheny-PA-15212/11388865_zpid/
520 W Jefferson St,Pittsburgh,PA,15212,415000,3482.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/520-W-Jefferson-St-Pittsburgh-PA-15212/11387789_zpid/
1603 Forsythe St,Pittsburgh,PA,15212,34900,1800.0,3.0,1.0,333,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1603-Forsythe-St-Pittsburgh-PA-15212/11492709_zpid/
3111 Shadeland Ave,Pittsburgh,PA,15212,95000,1850.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3111-Shadeland-Ave-Pittsburgh-PA-15212/11606335_zpid/
Gifford St,Pittsburgh,PA,15212,42000,918.0,2.0,1.5,345,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126082200_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
High St,Pittsburgh,PA,15212,44000,1224.0,2.0,1.5,470,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125407219_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Spring Garden Rd,Pittsburgh,PA,15212,NA,988.0,2.0,1.0,161,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101697_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Atmore St,Pittsburgh,PA,15212,NA,1728.0,3.0,1.0,347,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126082202_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1717 Lowrie St,Pittsburgh,PA,15212,649900,3660.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1717-Lowrie-St-Pittsburgh-PA-15212/2099888289_zpid/
614-616 N Taylor,Central North Side,PA,15212,499900,NA,0,NA,272,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/614-616-N-Taylor-Central-North-Side-PA-15212/2105678876_zpid/
828 Spring Garden Ave,Pittsburgh,PA,15212,289900,NA,3.0,3.0,140,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/828-Spring-Garden-Ave-Pittsburgh-PA-15212/2096122363_zpid/
3642 Purdue St,Pittsburgh,PA,15212,160000,1105.0,3.0,2.0,452,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3642-Purdue-St-Pittsburgh-PA-15212/11270120_zpid/
1030 Grand Ave,Pittsburgh,PA,15212,40000,1088.0,2.0,1.0,584,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1030-Grand-Ave-Pittsburgh-PA-15212/11606038_zpid/
Spring Garden Rd,Pittsburgh,PA,15212,107000,1155.0,2.0,1.0,347,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124400477_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Rhine St,Pittsburgh,PA,15212,39000,576.0,1.0,1.0,381,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125839730_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Eckert St,Pittsburgh,PA,15212,40000,1142.0,2.0,1.0,435,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125442728_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
824 Spring Garden Ave,Pittsburgh,PA,15212,279900,NA,3.0,3.0,143,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/824-Spring-Garden-Ave-Pittsburgh-PA-15212/2096149834_zpid/
227 E Jefferson St,Pittsburgh,PA,15212,399900,NA,3.0,3.0,104,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/227-E-Jefferson-St-Pittsburgh-PA-15212/11387817_zpid/
3150 Sorento St,Pittsburgh,PA,15212,60000,1442.0,4.0,1.0,172,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3150-Sorento-St-Pittsburgh-PA-15212/11605914_zpid/
Liedertafel Way,Pittsburgh,PA,15212,65000,1092.0,3.0,1.5,593,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124163133_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3722 Parviss St,Pittsburgh,PA,15212,200000,NA,4.0,4.0,283,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3722-Parviss-St-Pittsburgh-PA-15212/11269364_zpid/
3144 Brighton Rd,PITTSBURGH,PA,15212,60000,1398.0,4.0,1.0,172,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3144-Brighton-Rd-Pittsburgh-PA-15212/11605929_zpid/
7 Blanche Ave,Pittsburgh,PA,15212,29900,3924.0,NA,NA,103,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-Blanche-Ave-Pittsburgh-PA-15212/11606286_zpid/
1410 Federal St,Pittsburgh,PA,15212,344900,2531.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1410-Federal-St-Pittsburgh-PA-15212/116178516_zpid/
229 E Jefferson St,Pittsburgh,PA,15212,399900,2220.0,3.0,3.0,103,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/229-E-Jefferson-St-Pittsburgh-PA-15212/11387816_zpid/
616 Bascom Ave,Pittsburgh,PA,15212,90000,1536.0,2.0,2.0,470,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/616-Bascom-Ave-Pittsburgh-PA-15212/11268121_zpid/
Mount Troy Rd LOT 1,Reserve,PA,15212,89000,NA,NA,NA,71,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Mount-Troy-Rd-LOT-1-Reserve-PA-15212/2095308092_zpid/
1143 Lapish Rd,Pittsburgh,PA,15212,279000,NA,4.0,3.0,223,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1143-Lapish-Rd-Pittsburgh-PA-15212/11268198_zpid/
701 Transvaal Ave,Ross Twp,PA,15212,34900,NA,NA,NA,229,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/701-Transvaal-Ave-Ross-Twp-PA-15212/2097193800_zpid/
144 N Dithridge St APT 107,Pittsburgh,PA,15213,139000,1557.0,1.0,1.0,25,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/144-N-Dithridge-St-APT-107-Pittsburgh-PA-15213/11407717_zpid/
4601 Fifth Ave 527 # 527,Oakland,PA,15213,175000,NA,3.0,2.0,1,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4601-Fifth-Ave-527-527-Oakland-PA-15213/2094510474_zpid/
128 N Craig Street 806 # 806,Oakland,PA,15213,159500,NA,2.0,2.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/128-N-Craig-Street-806-806-Oakland-PA-15213/2094510475_zpid/
3430 Ward St,Pittsburgh,PA,15213,248900,NA,4.0,3.5,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3430-Ward-St-Pittsburgh-PA-15213/11413465_zpid/
128 N Craig 411 # 411,Oakland,PA,15213,154900,NA,2.0,2.0,6,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/128-N-Craig-411-411-Oakland-PA-15213/2094570206_zpid/
2 Hemingway St,Pittsburgh,PA,15213,294800,1440.0,3.0,3.0,10,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Hemingway-St-Pittsburgh-PA-15213/11403285_zpid/
3324 Hardie Way,Pittsburgh,PA,15213,237499,NA,4.0,2.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3324-Hardie-Way-Pittsburgh-PA-15213/11413460_zpid/
4601 5th Ave APT 628,Oakland,PA,15213,115000,NA,2.0,2.0,10,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4601-5th-Ave-APT-628-Oakland-PA-15213/2111053278_zpid/
305 Lawn St,Pittsburgh,PA,15213,160000,NA,4.0,2.0,9,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-Lawn-St-Pittsburgh-PA-15213/11413133_zpid/
3108 Kennett Sq,Pittsburgh,PA,15213,199000,1411.0,3.0,1.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3108-Kennett-Sq-Pittsburgh-PA-15213/11413217_zpid/
4677 Bayard St APT 301,Pittsburgh,PA,15213,337000,NA,2.0,2.0,7,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4677-Bayard-St-APT-301-Pittsburgh-PA-15213/11528204_zpid/
4700 Ellsworth Ave APT 14,Pittsburgh,PA,15213,599000,NA,4.0,3.0,8,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4700-Ellsworth-Ave-APT-14-Pittsburgh-PA-15213/11528961_zpid/
4625 5th Ave APT 104,Oakland,PA,15213,88900,NA,2.0,1.0,12,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4625-5th-Ave-APT-104-Oakland-PA-15213/2094635880_zpid/
0 Juliet,Oakland,PA,15213,48800,NA,0,NA,25,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Juliet-Oakland-PA-15213/2094782993_zpid/
166 N Dithridge St APT 4C,Pittsburgh,PA,15213,189900,NA,1.0,1.0,12,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/166-N-Dithridge-St-APT-4C-Pittsburgh-PA-15213/11407681_zpid/
220 N Dithridge St APT 607,Pittsburgh,PA,15213,248990,NA,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/220-N-Dithridge-St-APT-607-Pittsburgh-PA-15213/11407626_zpid/
4919 Centre Ave,Pittsburgh,PA,15213,1100000,NA,0,NA,12,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4919-Centre-Ave-Pittsburgh-PA-15213/2114952459_zpid/
128 N Craig 816 # 816,Oakland,PA,15213,249000,NA,3.0,2.0,17,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/128-N-Craig-816-816-Oakland-PA-15213/2094684070_zpid/
705 Fitzgerald St,Pittsburgh,PA,15213,325000,NA,3.0,5.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/705-Fitzgerald-St-Pittsburgh-PA-15213/11403296_zpid/
Joe Hammer Sq # 5,Piitsburgh,PA,15213,190000,NA,5.0,2.0,68,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/Joe-Hammer-Sq-5-Piitsburgh-PA-15213/2095261006_zpid/
307 S Dithridge St APT 208,Pittsburgh,PA,15213,230000,1664.0,2.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/307-S-Dithridge-St-APT-208-Pittsburgh-PA-15213/11407936_zpid/
Dunseith St,Pittsburgh,PA,15213,NA,2312.0,4.0,1.0,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863798_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4601 Fifth Ave 122 # 122,Oakland,PA,15213,89900,NA,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/4601-Fifth-Ave-122-122-Oakland-PA-15213/2096352499_zpid/
Allequippa St,Pittsburgh,PA,15213,249000,2400.0,4.0,2.0,101,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125840977_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4245 Parkman Ave,Pittsburgh,PA,15213,419000,NA,5.0,3.0,673,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4245-Parkman-Ave-Pittsburgh-PA-15213/11407517_zpid/
5 Bayard Road 707 # 707,Shadyside,PA,15213,142000,NA,1.0,1.0,36,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-Bayard-Road-707-707-Shadyside-PA-15213/2094912091_zpid/
Parkview Ave,Pittsburgh,PA,15213,211000,1628.0,3.0,1.5,680,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123925125_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
